English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
overtakes,超车,Game Center,leaderboard.bestipad001cruise.suffixPlural,,needs_review,
iPad High Score - Fast,iPad 最高分 - 快速,Game Center,leaderboard.bestipad001fast.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,在一局中尽可能超过更多车辆。,Game Center,leaderboard.bestipad001fast.description,≤ 500 characters,needs_review,
Fast,Fast,Game Center,leaderboard.bestipad001fast.difficulty,,needs_review,
overtake,超车,Game Center,leaderboard.bestipad001fast.suffixSingular,,needs_review,
overtakes,超车,Game Center,leaderboard.bestipad001fast.suffixPlural,,needs_review,
iPad High Score - Rapid,iPad 最高分 - Rapid,Game Center,leaderboard.bestipad001test.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,在一局中尽可能超过更多车辆。,Game Center,leaderboard.bestipad001test.description,≤ 500 characters,needs_review,
Rapid,Rapid,Game Center,leaderboard.bestipad001test.difficulty,,needs_review,
overtake,超车,Game Center,leaderboard.bestipad001test.suffixSingular,,needs_review,
overtakes,超车,Game Center,leaderboard.bestipad001test.suffixPlural,,needs_review,
Mac High Score - Cruise,Mac 最高分 - Cruise,Game Center,leaderboard.bestmacos001cruise.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,在一局中尽可能超过更多车辆。,Game Center,leaderboard.bestmacos001cruise.description,≤ 500 characters,needs_review,
Cruise,Cruise,Game Center,leaderboard.bestmacos001cruise.difficulty,,needs_review,
overtake,超车,Game Center,leaderboard.bestmacos001cruise.suffixSingular,,needs_review,
overtakes,超车,Game Center,leaderboard.bestmacos001cruise.suffixPlural,,needs_review,
Mac High Score - Fast,Mac 最高分 - 快速,Game Center,leaderboard.bestmacos001fast.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,在一局中尽可能超过更多车辆。,Game Center,leaderboard.bestmacos001fast.description,≤ 500 characters,needs_review,
Fast,Fast,Game Center,leaderboard.bestmacos001fast.difficulty,,needs_review,
overtake,超车,Game Center,leaderboard.bestmacos001fast.suffixSingular,,needs_review,
overtakes,超车,Game Center,leaderboard.bestmacos001fast.suffixPlural,,needs_review,
Mac High Score - Rapid,Mac 最高分 - Rapid,Game Center,leaderboard.bestmacos001test.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,在一局中尽可能超过更多车辆。,Game Center,leaderboard.bestmacos001test.description,≤ 500 characters,needs_review,
Rapid,Rapid,Game Center,leaderboard.bestmacos001test.difficulty,,needs_review,
overtake,超车,Game Center,leaderboard.bestmacos001test.suffixSingular,,needs_review,
overtakes,超车,Game Center,leaderboard.bestmacos001test.suffixPlural,,needs_review,
Watch High Score - Cruise,Apple Watch 最高分 - Cruise,Game Center,leaderboard.bestwatchos001cruise.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,在一局中尽可能超过更多车辆。,Game Center,leaderboard.bestwatchos001cruise.description,≤ 500 characters,needs_review,
Cruise,Cruise,Game Center,leaderboard.bestwatchos001cruise.difficulty,,needs_review,
overtake,超车,Game Center,leaderboard.bestwatchos001cruise.suffixSingular,,needs_review,
overtakes,超车,Game Center,leaderboard.bestwatchos001cruise.suffixPlural,,needs_review,
Apple Watch High Score - Fast,Apple Watch 最高分 - 快速,Game Center,leaderboard.bestwatchos001fast.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,在一局中尽可能超过更多车辆。,Game Center,leaderboard.bestwatchos001fast.description,≤ 500 characters,needs_review,
Fast,Fast,Game Center,leaderboard.bestwatchos001fast.difficulty,,needs_review,
overtake,超车,Game Center,leaderboard.bestwatchos001fast.suffixSingular,,needs_review,
overtakes,超车,Game Center,leaderboard.bestwatchos001fast.suffixPlural,,needs_review,
Apple Watch High Score - Rapid,Apple Watch 最高分 - Rapid,Game Center,leaderboard.bestwatchos001test.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,在一局中尽可能超过更多车辆。,Game Center,leaderboard.bestwatchos001test.description,≤ 500 characters,needs_review,
Rapid,Rapid,Game Center,leaderboard.bestwatchos001test.difficulty,,needs_review,
overtake,超车,Game Center,leaderboard.bestwatchos001test.suffixSingular,,needs_review,
overtakes,超车,Game Center,leaderboard.bestwatchos001test.suffixPlural,,needs_review,
Race Through Endless Traffic,穿越无尽车流,Screenshots,slide.0.title,,needs_review,
Dodge traffic and chase overtakes in a retro arcade racer.,闪避车流，在复古街机中追逐超车。,Screenshots,slide.0.body,,needs_review,
Simple Controls. Pure Arcade Action,简单操作。纯粹街机,Screenshots,slide.1.title,,needs_review,
Move left. Move right. Don't crash. Deceptively simple.,左移。右移。别撞车。看似简单。,Screenshots,slide.1.body,,needs_review,
One Wrong Move. Game Over,一步失误，游戏结束,Screenshots,slide.2.title,,needs_review,
"One mistake ends your run. Restart fast, chase your high score!",一个失误就结束。快速重来，挑战最高分！,Screenshots,slide.2.body,,needs_review,
Accessibility Front and Center,无障碍设计放首位,Screenshots,slide.3.title,,needs_review,
"VoiceOver, audio cues, haptics, larger text, and adaptable gameplay settings.",VoiceOver、音效提示、触觉、较大字体与可调设置。,Screenshots,slide.3.body,,needs_review,
Race Friends with SharePlay,SharePlay 与好友竞赛,Screenshots,slide.4.title,,needs_review,
"Challenge friends for free. Countdown, compete, rematch.",免费挑战好友。倒数、对战、重赛。,Screenshots,slide.4.body,,needs_review,
Climb the Leaderboard,冲上排行榜,Screenshots,slide.5.title,,needs_review,
Game Center scores and friend markers keep every run competitive.,Game Center 分数与好友标记让每局都竞争感十足。,Screenshots,slide.5.body,,needs_review,
Customize Your Experience,自定义你的体验,Screenshots,slide.6.title,,needs_review,
"Tune volume, haptics, controls… Go Cruise, Fast, or Rapid!",调整音量、触觉、操作… Cruise、Fast 或 Rapid！,Screenshots,slide.6.body,,needs_review,
Choose Your Retro Aesthetic,选择复古风格,Screenshots,slide.7.title,,needs_review,
"Switch between four retro eras, from Pocket to CRT.",在四个复古时代间切换，从 Pocket 到 CRT。,Screenshots,slide.7.body,,needs_review,
Unlock Retro Achievements,解锁复古成就,Screenshots,slide.8.title,,needs_review,
Earn Game Center trophies as you race and improve.,竞速进步，赢得 Game Center 奖杯。,Screenshots,slide.8.body,,needs_review,
Play Solo Or With Friends,单人或与好友同玩,Screenshots,slide.9.title,,needs_review,
"Daily free plays, leaderboards, and live friend races.",每日免费次数、排行榜与即时好友竞赛。,Screenshots,slide.9.body,,needs_review,
"Discover two new visual styles: Cartridge and CRT. The new Style Gallery makes it easy to preview every theme before choosing your favorite.

SharePlay friend races now work on Mac too, alongside iPhone and iPad.

This update also improves performance, refines landscape layouts, polishes menus and game-over screens, and makes cars and helmets clearer across themes.

RetroRapid! is now fully localized in Turkish and Polish.

Thanks for racing with us.

Testing focus:
- Preview every theme in the Style Gallery and check that cars and helmets stay clear
- Start a SharePlay race with a friend on iPhone, iPad, or Mac
- Compare performance before and after longer runs
- Try landscape layouts, menus, and the game-over flow
- Complete a run with VoiceOver and confirm every announcement is clear","探索 Cartridge 与 CRT 两种全新视觉风格。全新的风格画廊让你在选择最爱之前预览每个主题。

SharePlay 好友竞赛现在除了 iPhone 与 iPad，也能在 Mac 上进行。

此更新也提升性能与横向布局，改进菜单和游戏结束画面，并让所有主题中的车辆与头盔更加清晰。

RetroRapid! 现已完整支持土耳其语与波兰语。

感谢你与我们一起竞速。

测试重点：
- 在风格图库预览每个主题，确认车辆与头盔清晰易辨
- 在 iPhone、iPad 或 Mac 上与好友开始 SharePlay 竞赛
- 比较长时间游玩前后的性能
- 测试横向布局、菜单与游戏结束流程
- 使用 VoiceOver 完成一局并确认所有语音提示清楚",TestFlight,whats-new,"≤ 4,000 characters",needs_review,
