English source,Translation,Layer,Identifier,Limits,State,Reviewer notes
Overlander 200K,Overlander 200K,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.200k.name,≤ 100 characters,needs_review,
"Overtake 200,000 cars in total.",Überhole 200.000 Autos insgesamt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.200k.preEarnedDescription,≤ 200 characters,needs_review,
"You overtook 200,000 cars in total.",Du hast 200.000 Autos insgesamt überholt.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.total.overtakes.200k.earnedDescription,≤ 200 characters,needs_review,
Tap Controls,Tipp-Steuerung,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.tap.name,≤ 100 characters,needs_review,
Complete a run using Tap controls.,Schließe eine Runde mit Tipp-Steuerung ab.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.tap.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run using Tap controls.,Du hast eine Runde mit Tipp-Steuerung abgeschlossen.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.tap.earnedDescription,≤ 200 characters,needs_review,
Swipe Controls,Wisch-Steuerung,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.swipe.name,≤ 100 characters,needs_review,
Complete a run using Swipe controls.,Schließe eine Runde mit Wisch-Steuerung ab.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.swipe.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run using Swipe controls.,Du hast eine Runde mit Wisch-Steuerung abgeschlossen.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.swipe.earnedDescription,≤ 200 characters,needs_review,
Keyboard Controls,Tastatur-Steuerung,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.keyboard.name,≤ 100 characters,needs_review,
Complete a run using Keyboard controls.,Schließe eine Runde mit Tastatur-Steuerung ab.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.keyboard.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run using Keyboard controls.,Du hast eine Runde mit Tastatur-Steuerung abgeschlossen.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.keyboard.earnedDescription,≤ 200 characters,needs_review,
VoiceOver Controls,VoiceOver-Steuerung,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.voiceover.name,≤ 100 characters,needs_review,
Complete a run using VoiceOver controls.,Schließe eine Runde mit VoiceOver-Steuerung ab.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.voiceover.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run using VoiceOver controls.,Du hast eine Runde mit VoiceOver-Steuerung abgeschlossen.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.voiceover.earnedDescription,≤ 200 characters,needs_review,
Digital Crown Controls,Digital-Crown-Steuerung,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.crown.name,≤ 100 characters,needs_review,
Complete a run using Digital Crown controls.,Schließe eine Runde mit Digital-Crown-Steuerung ab.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.crown.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run using Digital Crown controls.,Du hast eine Runde mit Digital-Crown-Steuerung abgeschlossen.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.crown.earnedDescription,≤ 200 characters,needs_review,
Game Controller Controls,Controller-Steuerung,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.gamecontroller.name,≤ 100 characters,needs_review,
Complete a run using Game Controller controls.,Schließe eine Runde mit Controller-Steuerung ab.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.gamecontroller.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run using Game Controller controls.,Du hast eine Runde mit Controller-Steuerung abgeschlossen.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.control.gamecontroller.earnedDescription,≤ 200 characters,needs_review,
GAAD Assistive Week,GAAD Assistive Week,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.event.gaad.assistive.name,≤ 100 characters,needs_review,
Complete a run during GAAD week using assistive technology.,Schließe während der GAAD-Woche eine Runde mit assistiver Technologie ab.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.event.gaad.assistive.preEarnedDescription,≤ 200 characters,needs_review,
You completed a run during GAAD week using assistive technology.,Du hast während der GAAD-Woche eine Runde mit assistiver Technologie abgeschlossen.,Game Center,achievement.com.accessibilityUpTo11.RetroRacing.achievement.event.gaad.assistive.earnedDescription,≤ 200 characters,needs_review,
iPhone High Score - Cruise,iPhone Bestpunktzahl - Cruise,Game Center,leaderboard.bestios001cruise.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,Überhole so viele Autos wie möglich in einem Lauf.,Game Center,leaderboard.bestios001cruise.description,≤ 500 characters,needs_review,
Cruise,Cruise,Game Center,leaderboard.bestios001cruise.difficulty,,needs_review,
overtake,Überholung,Game Center,leaderboard.bestios001cruise.suffixSingular,,needs_review,
overtakes,Überholungen,Game Center,leaderboard.bestios001cruise.suffixPlural,,needs_review,
iPhone High Score - Fast,iPhone Bestpunktzahl - Schnell,Game Center,leaderboard.bestios001fast.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,Überhole so viele Autos wie möglich in einem Lauf.,Game Center,leaderboard.bestios001fast.description,≤ 500 characters,needs_review,
Fast,Fast,Game Center,leaderboard.bestios001fast.difficulty,,needs_review,
overtake,Überholung,Game Center,leaderboard.bestios001fast.suffixSingular,,needs_review,
overtakes,Überholungen,Game Center,leaderboard.bestios001fast.suffixPlural,,needs_review,
iPhone High Score - Rapid,iPhone Bestpunktzahl - Rapid,Game Center,leaderboard.bestios001test.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,Überhole so viele Autos wie möglich in einem Lauf.,Game Center,leaderboard.bestios001test.description,≤ 500 characters,needs_review,
Rapid,Rapid,Game Center,leaderboard.bestios001test.difficulty,,needs_review,
overtake,Überholung,Game Center,leaderboard.bestios001test.suffixSingular,,needs_review,
overtakes,Überholungen,Game Center,leaderboard.bestios001test.suffixPlural,,needs_review,
iPad High Score - Cruise,iPad Bestpunktzahl - Cruise,Game Center,leaderboard.bestipad001cruise.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,Überhole so viele Autos wie möglich in einem Lauf.,Game Center,leaderboard.bestipad001cruise.description,≤ 500 characters,needs_review,
Cruise,Cruise,Game Center,leaderboard.bestipad001cruise.difficulty,,needs_review,
overtake,Überholung,Game Center,leaderboard.bestipad001cruise.suffixSingular,,needs_review,
overtakes,Überholungen,Game Center,leaderboard.bestipad001cruise.suffixPlural,,needs_review,
iPad High Score - Fast,iPad Bestpunktzahl - Schnell,Game Center,leaderboard.bestipad001fast.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,Überhole so viele Autos wie möglich in einem Lauf.,Game Center,leaderboard.bestipad001fast.description,≤ 500 characters,needs_review,
Fast,Fast,Game Center,leaderboard.bestipad001fast.difficulty,,needs_review,
overtake,Überholung,Game Center,leaderboard.bestipad001fast.suffixSingular,,needs_review,
overtakes,Überholungen,Game Center,leaderboard.bestipad001fast.suffixPlural,,needs_review,
iPad High Score - Rapid,iPad Bestpunktzahl - Rapid,Game Center,leaderboard.bestipad001test.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,Überhole so viele Autos wie möglich in einem Lauf.,Game Center,leaderboard.bestipad001test.description,≤ 500 characters,needs_review,
Rapid,Rapid,Game Center,leaderboard.bestipad001test.difficulty,,needs_review,
overtake,Überholung,Game Center,leaderboard.bestipad001test.suffixSingular,,needs_review,
overtakes,Überholungen,Game Center,leaderboard.bestipad001test.suffixPlural,,needs_review,
Mac High Score - Cruise,Mac Bestpunktzahl - Cruise,Game Center,leaderboard.bestmacos001cruise.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,Überhole so viele Autos wie möglich in einem Lauf.,Game Center,leaderboard.bestmacos001cruise.description,≤ 500 characters,needs_review,
Cruise,Cruise,Game Center,leaderboard.bestmacos001cruise.difficulty,,needs_review,
overtake,Überholung,Game Center,leaderboard.bestmacos001cruise.suffixSingular,,needs_review,
overtakes,Überholungen,Game Center,leaderboard.bestmacos001cruise.suffixPlural,,needs_review,
Mac High Score - Fast,Mac Bestpunktzahl - Schnell,Game Center,leaderboard.bestmacos001fast.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,Überhole so viele Autos wie möglich in einem Lauf.,Game Center,leaderboard.bestmacos001fast.description,≤ 500 characters,needs_review,
Fast,Fast,Game Center,leaderboard.bestmacos001fast.difficulty,,needs_review,
overtake,Überholung,Game Center,leaderboard.bestmacos001fast.suffixSingular,,needs_review,
overtakes,Überholungen,Game Center,leaderboard.bestmacos001fast.suffixPlural,,needs_review,
Mac High Score - Rapid,Mac Bestpunktzahl - Rapid,Game Center,leaderboard.bestmacos001test.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,Überhole so viele Autos wie möglich in einem Lauf.,Game Center,leaderboard.bestmacos001test.description,≤ 500 characters,needs_review,
Rapid,Rapid,Game Center,leaderboard.bestmacos001test.difficulty,,needs_review,
overtake,Überholung,Game Center,leaderboard.bestmacos001test.suffixSingular,,needs_review,
overtakes,Überholungen,Game Center,leaderboard.bestmacos001test.suffixPlural,,needs_review,
Watch High Score - Cruise,Apple Watch Bestscore - Cruise,Game Center,leaderboard.bestwatchos001cruise.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,Überhole so viele Autos wie möglich in einem Lauf.,Game Center,leaderboard.bestwatchos001cruise.description,≤ 500 characters,needs_review,
Cruise,Cruise,Game Center,leaderboard.bestwatchos001cruise.difficulty,,needs_review,
overtake,Überholung,Game Center,leaderboard.bestwatchos001cruise.suffixSingular,,needs_review,
overtakes,Überholungen,Game Center,leaderboard.bestwatchos001cruise.suffixPlural,,needs_review,
Apple Watch High Score - Fast,Watch Bestpunktzahl - Schnell,Game Center,leaderboard.bestwatchos001fast.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,Überhole so viele Autos wie möglich in einem Lauf.,Game Center,leaderboard.bestwatchos001fast.description,≤ 500 characters,needs_review,
Fast,Fast,Game Center,leaderboard.bestwatchos001fast.difficulty,,needs_review,
overtake,Überholung,Game Center,leaderboard.bestwatchos001fast.suffixSingular,,needs_review,
overtakes,Überholungen,Game Center,leaderboard.bestwatchos001fast.suffixPlural,,needs_review,
Apple Watch High Score - Rapid,Apple Watch Bestscore - Rapid,Game Center,leaderboard.bestwatchos001test.displayName,≤ 30 characters,needs_review,
Overtake as many cars as you can in one run.,Überhole so viele Autos wie möglich in einem Lauf.,Game Center,leaderboard.bestwatchos001test.description,≤ 500 characters,needs_review,
Rapid,Rapid,Game Center,leaderboard.bestwatchos001test.difficulty,,needs_review,
overtake,Überholung,Game Center,leaderboard.bestwatchos001test.suffixSingular,,needs_review,
overtakes,Überholungen,Game Center,leaderboard.bestwatchos001test.suffixPlural,,needs_review,
Race Through Endless Traffic,Rase durch endlosen Verkehr,Screenshots,slide.0.title,,needs_review,
Dodge traffic and chase overtakes in a retro arcade racer.,Weiche dem Verkehr aus und hol dir Überholungen in diesem Retro-Arcade-Rennen.,Screenshots,slide.0.body,,needs_review,
Simple Controls. Pure Arcade Action,Einfache Steuerung. Pure Arcade-Action,Screenshots,slide.1.title,,needs_review,
Move left. Move right. Don't crash. Deceptively simple.,Links. Rechts. Nicht crashen. Täuschend einfach.,Screenshots,slide.1.body,,needs_review,
One Wrong Move. Game Over,Ein Fehler. Game Over,Screenshots,slide.2.title,,needs_review,
"One mistake ends your run. Restart fast, chase your high score!","Ein Fehler beendet deine Runde. Schnell neu starten, jag deinen Highscore!",Screenshots,slide.2.body,,needs_review,
Accessibility Front and Center,Barrierefreiheit im Mittelpunkt,Screenshots,slide.3.title,,needs_review,
"VoiceOver, audio cues, haptics, larger text, and adaptable gameplay settings.","VoiceOver, Audiohinweise, Haptik, größerer Text und anpassbare Spieleinstellungen.",Screenshots,slide.3.body,,needs_review,
Race Friends with SharePlay,Rase mit Freunden per SharePlay,Screenshots,slide.4.title,,needs_review,
"Challenge friends for free. Countdown, compete, rematch.","Fordere Freunde gratis heraus. Countdown, Wettbewerb, Rematch.",Screenshots,slide.4.body,,needs_review,
Climb the Leaderboard,Erklimme die Bestenliste,Screenshots,slide.5.title,,needs_review,
Game Center scores and friend markers keep every run competitive.,Game-Center-Punkte und Freundesmarker halten jede Runde spannend.,Screenshots,slide.5.body,,needs_review,
Customize Your Experience,Passe dein Erlebnis an,Screenshots,slide.6.title,,needs_review,
"Tune volume, haptics, controls… Go Cruise, Fast, or Rapid!","Lautstärke, Haptik, Steuerung… Cruise, Fast oder Rapid!",Screenshots,slide.6.body,,needs_review,
Choose Your Retro Aesthetic,Wähle deinen Retro-Look,Screenshots,slide.7.title,,needs_review,
"Switch between four retro eras, from Pocket to CRT.","Wechsle zwischen vier Retro-Epochen, von Pocket bis CRT.",Screenshots,slide.7.body,,needs_review,
Unlock Retro Achievements,Schalte Retro-Erfolge frei,Screenshots,slide.8.title,,needs_review,
Earn Game Center trophies as you race and improve.,"Verdiene Game-Center-Trophäen, während du fährst und dich verbesserst.",Screenshots,slide.8.body,,needs_review,
Play Solo Or With Friends,Spiele solo oder mit Freunden,Screenshots,slide.9.title,,needs_review,
"Daily free plays, leaderboards, and live friend races.","Tägliche Gratis-Spiele, Bestenlisten und Live-Freundesrennen.",Screenshots,slide.9.body,,needs_review,
"Discover two new visual styles: Cartridge and CRT. The new Style Gallery makes it easy to preview every theme before choosing your favorite.

SharePlay friend races now work on Mac too, alongside iPhone and iPad.

This update also improves performance, refines landscape layouts, polishes menus and game-over screens, and makes cars and helmets clearer across themes.

RetroRapid! is now fully localized in Turkish and Polish.

Thanks for racing with us.

Testing focus:
- Preview every theme in the Style Gallery and check that cars and helmets stay clear
- Start a SharePlay race with a friend on iPhone, iPad, or Mac
- Compare performance before and after longer runs
- Try landscape layouts, menus, and the game-over flow
- Complete a run with VoiceOver and confirm every announcement is clear","Entdecke zwei neue Grafikstile: Cartridge und CRT. In der neuen Stilgalerie kannst du jedes Theme ansehen, bevor du deinen Favoriten auswählst.

SharePlay-Rennen mit Freunden funktionieren jetzt auch auf dem Mac sowie auf iPhone und iPad.

Dieses Update verbessert außerdem die Leistung und Querformat-Layouts, verfeinert Menüs und Game-Over-Bildschirme und macht Autos und Helme in allen Themes deutlicher.

RetroRapid! ist jetzt vollständig auf Türkisch und Polnisch lokalisiert.

Danke, dass du mit uns fährst.

Testschwerpunkte:
- Sieh dir jedes Theme in der Stilgalerie an und prüfe, ob Autos und Helme klar erkennbar bleiben
- Starte ein SharePlay-Rennen mit einem Freund auf iPhone, iPad oder Mac
- Vergleiche die Leistung vor und nach längeren Runden
- Teste Querformat, Menüs und den Game-Over-Ablauf
- Schließe mit VoiceOver eine Runde ab und prüfe alle Ansagen",TestFlight,whats-new,"≤ 4,000 characters",needs_review,
